id_original,id_simple,Sample Date,Sample Year,Processing Date,Lake,Gear,Site,Time,Processing Crew,Species,Total length (mm),Weight (g),sex,mature,gonad wt (only M BG),Isotope ID,age,diet weight (g),diet contents (%),,Zooplankton,unknown benthic invert,vegetation,unknown terr invert,unknown fish,Mayfly nymph,Mayfly adult,Amphipod,Chironomid larvae,Oligochaete,Chironomid pupa,Chironomid adult,Diptera larvae,Diptera adult,YP,Megaloptera larvae,beetle,Crayfish,collembola,leech,Odonata nymph,Odonata adult,snail,CMM,BG,frog (tadpole_,frog (adult),BLN,caddisfly,LMB,LMB YOY,BC,bivalve,veligers,JD,ID,GS,Lepomis spp,YOY (unknown),fish eggs,unknown,Notes
MCD081_2018,MCD081,5/21/18,2018,7/13/18,MCD,EF,NA,NA,MC,BG,125,32.3,M,N,0.1,MCD081,,0.2,100 b inv,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD082_2018,MCD082,5/21/18,2018,7/13/18,MCD,EF,NA,NA,MC,BG,116,26.5,F,Y,NA,MCD082,,0.5,100 b inv,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD083_2018,MCD083,5/21/18,2018,7/13/18,MCD,EF,NA,NA,MC,BG,111,23.4,F,Y,NA,MCD083,,0.4,100 chiron,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 chiron
MCD084_2018,MCD084,5/21/18,2018,7/13/18,MCD,EF,NA,NA,MC,BG,117,25.5,M,Y,0.7,MCD084,,0.2,100 b inv,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD085_2018,MCD085,5/21/18,2018,7/13/18,MCD,EF,NA,NA,MC,BG,121,26.9,F,Y,NA,MCD085,,0.3,100 b inv,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD086_2018,MCD086,5/21/18,2018,7/13/18,MCD,EF,NA,NA,MC,BG,121,27.6,M,N,0.1,MCD086,,0.2,100 chiron,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 chiron
MCD087_2018,MCD087,5/21/18,2018,7/13/18,MCD,EF,NA,NA,MC,BG,103,17,F,N,NA,MCD087,,0.3,100 chiron,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 chiron
MCD088_2018,MCD088,5/21/18,2018,7/13/18,MCD,EF,NA,NA,MC,BG,88,10,M,Y,0.4,MCD088,,0.1,100 b inv,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD089_2018,MCD089,5/21/18,2018,7/13/18,MCD,EF,NA,NA,MC,BG,91,9.6,F,N,NA,MCD089,,0.1,100 b inv,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD090_2018,MCD090,5/21/18,2018,7/13/18,MCD,EF,NA,NA,MC,BG,75,5,F,N,NA,MCD090,,0.1,100 zoop,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 zoop
MCD091_2018,MCD091,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,157,72,M,N,NA,MCD091,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD092_2018,MCD092,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,155,69.5,M,N,NA,MCD092,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD093_2018,MCD093,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,91,16.5,U,N,NA,MCD093,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD094_2018,MCD094,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,97,15.5,F,N,NA,MCD094,,0.1,100 b inv,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD095_2018,MCD095,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,124,35,F,Y,NA,MCD095,,0.5,"50 plant, 50 b inv",,,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50 plant, 50 b inv"
MCD096_2018,MCD096,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,63,4.5,U,N,NA,MCD096,,0.1,100 plant,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 plant
MCD097_2018,MCD097,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,42,6.5,M,N,NA,MCD097,,0.1,100 b inv,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD098_2018,MCD098,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,121,33.5,F,Y,NA,MCD098,,1,100 b inv,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD099_2018,MCD099,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,87,12,U,N,NA,MCD099,,0.1,100 plant,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 plant
MCD100_2018,MCD100,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,90,13,F,N,NA,MCD100,,0.1,"80 b inv, 20 plant",,,0.08,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80 b inv, 20 plant"
MCD101_2018,MCD101,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,95,16,F,N,NA,MCD101,,0.5,"60 b inv, 40 plant",,,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60 b inv, 40 plant"
MCD102_2018,MCD102,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,95,15,U,N,NA,MCD102,,0.1,"70 b inv, 30 plant",,,0.07,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70 b inv, 30 plant"
MCD103_2018,MCD103,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,125,41,M,N,NA,MCD103,,0.5,"50 zoop, 50 plant",,0.25,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50 zoop, 50 plant"
MCD104_2018,MCD104,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,86,11,M,N,NA,MCD104,,0.1,100 plant,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 plant
MCD105_2018,MCD105,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,105,21,F,Y,NA,MCD105,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD106_2018,MCD106,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,82,9.5,F,N,NA,MCD106,,0.1,100 b inv,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD107_2018,MCD107,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,107,23,U,N,NA,MCD107,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD108_2018,MCD108,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,95,14,M,N,NA,MCD108,,0.5,"80 b inv, 20 plant",,,0.4,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80 b inv, 20 plant"
MCD109_2018,MCD109,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,98,18,U,N,NA,MCD109,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD110_2018,MCD110,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,108,21.5,F,N,NA,MCD110,,0.1,"75 b inv, 25 plant",,,0.075,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75 b inv, 25 plant"
MCD111_2018,MCD111,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,107,22.5,U,N,NA,MCD111,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD112_2018,MCD112,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,101,21,F,N,NA,MCD112,,0.5,"80 b inv, 20 plant",,,0.4,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80 b inv, 20 plant"
MCD113_2018,MCD113,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,104,21.5,F,N,NA,MCD113,,0.5,100 b inv,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD114_2018,MCD114,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,131,42,M,N,NA,MCD114,,0.1,100 b inv,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD115_2018,MCD115,6/7/18,2018,7/16/18,MCD,EF,NA,NA,KE,RB,161,79,F,N,NA,MCD115,,3,100 crayfish,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,100 crayfish
MCD116_2018,MCD116,7/2/18,2018,7/18/18,MCD,EF,NA,NA,MC,RB,141,51.8,F,Y,NA,MCD116,,2.8,100 crayfish,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,100 crayfish
MCD117_2018,MCD117,7/2/18,2018,7/18/18,MCD,EF,NA,NA,MC,RB,93,17.1,M,N,NA,MCD117,,0.3,100 b inv,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD118_2018,MCD118,7/2/18,2018,7/18/18,MCD,EF,NA,NA,MC,RB,83,11.1,U,N,NA,MCD118,,0.1,100 b inv,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD119_2018,MCD119,7/2/18,2018,7/18/18,MCD,EF,NA,NA,MC,RB,95,15.1,U,N,NA,MCD119,,0.1,100 b inv,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD120_2018,MCD120,7/2/18,2018,7/18/18,MCD,EF,NA,NA,MC,RB,76,8,U,N,NA,MCD120,,0.1,100 b inv,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD121_2018,MCD121,7/5/18,2018,7/18/18,MCD,EF,NA,NA,MC,RB,136,45.6,M,N,NA,MCD121,,0.3,100 b inv,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD122_2018,MCD122,7/5/18,2018,7/18/18,MCD,EF,NA,NA,MC,BC,151,46.9,F,Y,NA,MCD122,,0.5,100 b inv,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD123_2018,MCD123,7/16/18,2018,7/18/18,MCD,EF,NA,NA,MC,RB,125,38.1,M,N,NA,MCD123,,0.5,100 crayfish,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,100 crayfish
MCD124_2018,MCD124,7/16/18,2018,7/18/18,MCD,EF,NA,NA,MC,RB,91,12.4,F,N,NA,MCD124,,0.3,100 fish,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 fish
MCD125_2018,MCD125,7/16/18,2018,7/18/18,MCD,EF,NA,NA,MC,RB,79,9.1,F,N,NA,MCD125,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD126_2018,MCD126,7/16/18,2018,7/18/18,MCD,EF,NA,NA,MC,RB,75,8.3,M,N,NA,MCD126,,0.3,100 fish,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 fish
MCD127_2018,MCD127,7/16/18,2018,7/18/18,MCD,EF,NA,NA,MC,RB,49,2.2,U,N,NA,MCD127,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD128_2018,MCD128,7/9/18,2018,7/18/18,MCD,CT,NA,NA,MC,RB,76,8,M,N,NA,MCD128,,0.2,100 b inv,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD129_2018,MCD129,7/9/18,2018,7/18/18,MCD,CT,NA,NA,MC,RB,54,2.1,F,N,NA,MCD129,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD130_2018,MCD130,7/9/18,2018,7/18/18,MCD,CT,NA,NA,MC,RB,55,2.6,U,N,NA,MCD130,,0.1,100 b inv,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD131_2018,MCD131,7/9/18,2018,7/18/18,MCD,CT,NA,NA,MC,RB,52,2.1,U,N,NA,MCD131,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD132_2018,MCD132,7/18/18,2018,7/18/18,MCD,CT,NA,NA,MC,RB,105,22.1,M,N,NA,MCD132,,1.4,100 lmb yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,100 lmb yoy
MCD133_2018,MCD133,7/18/18,2018,7/18/18,MCD,CT,NA,NA,MC,RB,101,19.3,M,N,NA,MCD133,,1.8,"50 b inv, 50 lmb yoy",,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,"50 b inv, 50 lmb yoy"
MCD134_2018,MCD134,7/18/18,2018,7/18/18,MCD,CT,NA,NA,MC,RB,56,2.9,F,N,NA,MCD134,,0.1,100 b inv,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD135_2018,MCD135,7/18/18,2018,7/18/18,MCD,CT,NA,NA,MC,RB,57,2.5,F,N,NA,MCD135,,0.1,100 b inv,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD136_2018,MCD136,6/23/18,2018,7/18/18,MCD,CT,NA,NA,MC,RB,101,19.8,M,N,NA,MCD136,,0.3,100 b inv,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD137_2018,MCD137,6/23/18,2018,7/18/18,MCD,CT,NA,NA,MC,RB,89,15.1,F,N,NA,MCD137,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD138_2018,MCD138,6/23/18,2018,7/18/18,MCD,CT,NA,NA,MC,RB,72,9.8,F,N,NA,MCD138,,0.2,100 fish,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 fish
MCD139_2018,MCD139,6/23/18,2018,7/18/18,MCD,CT,NA,NA,MC,RB,42,1.3,U,N,NA,MCD139,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD140_2018,MCD140,6/25/18,2018,7/26/18,MCD,EF,NA,NA,KE,LMB,373,746,M,Y,NA,MCD140,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD141_2018,MCD141,6/25/18,2018,7/26/18,MCD,EF,NA,NA,KE,LMB,344,605,F,N,NA,MCD141,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD142_2018,MCD142,6/25/18,2018,7/26/18,MCD,EF,NA,NA,KE,LMB,242,190,M,Y,NA,MCD142,,0.5,"70 fish, 30 b inv",,,0.15,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70 fish, 30 b inv"
MCD143_2018,MCD143,6/25/18,2018,7/26/18,MCD,EF,NA,NA,KE,LMB,357,677,F,Y,NA,MCD143,,3.5,"50 fish, 50 t inv",,,,,1.75,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50 fish, 50 t inv"
MCD144_2018,MCD144,5/21/18,2018,7/26/18,MCD,EF,NA,NA,KE,LMB,230,162,F,Y,NA,MCD144,,1.5,100 fish,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 fish
MCD145_2018,MCD145,5/21/18,2018,7/26/18,MCD,EF,NA,NA,KE,LMB,335,603,F,Y,NA,MCD145,,18,100 GS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,100 GS
MCD146_2018,MCD146,5/21/18,2018,7/26/18,MCD,EF,NA,NA,KE,LMB,305,432,F,N,NA,MCD146,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD147_2018,MCD147,5/21/18,2018,7/26/18,MCD,EF,NA,NA,KE,LMB,222,169.5,F,Y,NA,MCD147,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD148_2018,MCD148,5/21/18,2018,7/26/18,MCD,EF,NA,NA,KE,LMB,134,28.5,UNK,N,NA,MCD148,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD149_2018,MCD149,5/21/18,2018,7/26/18,MCD,EF,NA,NA,KE,LMB,124,21.5,UNK,N,NA,MCD149,,0.5,"80 fish, 15 plant, 5 b inv",,,0.025,0.075,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80 fish, 15 plant, 5 b inv"
MCD150_2018,MCD150,5/21/18,2018,7/26/18,MCD,EF,NA,NA,KE,LMB,236,173.5,M,Y,NA,MCD150,,2.4,100 fish,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 fish
MCD151_2018,MCD151,6/14/18,2018,7/27/18,MCD,EF,1,NA,MC,SMB,283,385.5,M,Y,NA,MCD151,,10.4,100 BG,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,,,,,,,,,,,,,,,,,100 BG
MCD152_2018,MCD152,5/8/18,2018,7/27/18,MCD,FYKE,C2A,NA,MC,LMB,201,100.4,F,N,NA,MCD152,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD153_2018,MCD153,5/8/18,2018,7/27/18,MCD,FYKE,C2A,NA,MC,LMB,184,78.4,M,N,NA,MCD153,,1.3,100 fish,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 fish
MCD154_2018,MCD154,5/8/18,2018,7/27/18,MCD,FYKE,C2A,NA,MC,RB,184,145.3,M,Y,NA,MCD154,,3.5,"50 crayfish, 50 odonata",,,,,,,,,,,,,,,,,,,1.75,,,,1.75,,,,,,,,,,,,,,,,,,,,"50 crayfish, 50 odonata"
MCD155_2018,MCD155,5/8/18,2018,7/27/18,MCD,FYKE,C2A,NA,MC,RB,208,194.1,M,Y,NA,MCD155,,2.3,100 odonata larv,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,100 odonata larv
MCD156_2018,MCD156,5/21/18,2018,7/27/18,MCD,EF,2,NA,MC,LMB,146,230.6,M,Y,NA,MCD156,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD157_2018,MCD157,5/21/18,2018,7/27/18,MCD,EF,2,NA,MC,LMB,226,169.7,F,Y,NA,MCD157,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD158_2018,MCD158,5/21/18,2018,7/27/18,MCD,EF,2,NA,MC,LMB,275,328,M,Y,NA,MCD158,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD159_2018,MCD159,5/21/18,2018,7/27/18,MCD,EF,2,NA,MC,LMB,320,482,F,Y,NA,MCD159,,0.3,10 b inv,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 b inv
MCD160_2018,MCD160,5/21/18,2018,7/27/18,MCD,EF,2,NA,MC,LMB,351,610.5,M,Y,NA,MCD160,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD161_2018,MCD161,5/21/18,2018,7/30/18,MCD,EF,2,NA,MC,LMB,117,20.1,F,N,NA,MCD161,,0.4,100 fish,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 fish
MCD162_2018,MCD162,5/21/18,2018,7/30/18,MCD,EF,2,NA,MC,LMB,224,169.2,F,Y,NA,MCD162,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD163_2018,MCD163,5/21/18,2018,7/30/18,MCD,EF,2,NA,MC,LMB,373,780.5,M,Y,NA,MCD163,,18.5,"50 BG, 25 snail, 25 b inv",,,4.625,,,,,,,,,,,,,,,,,,,,,4.625,,9.25,,,,,,,,,,,,,,,,,"50 BG, 25 snail, 25 b inv"
MCD164_2018,MCD164,5/21/18,2018,7/30/18,MCD,EF,2,NA,MC,LMB,339,688,M,Y,NA,MCD164,,3.4,100 fish,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 fish
MCD165_2018,MCD165,5/17/18,2018,7/30/18,MCD,EF,NA,NA,MC,LMB,421,1040,F,Y,NA,MCD165,,9.4,100 fish,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 fish
MCD166_2018,MCD166,6/7/18,2018,7/30/18,MCD,EF,NA,NA,MC,LMB,116,16.4,F,N,NA,MCD166,,0.1,100 b inv,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD167_2018,MCD167,6/7/18,2018,7/30/18,MCD,EF,NA,NA,MC,LMB,119,18.7,M,N,NA,MCD167,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD168_2018,MCD168,6/7/18,2018,7/30/18,MCD,EF,NA,NA,MC,LMB,132,26.7,F,N,NA,MCD168,,1.4,100 JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,100 JD
MCD169_2018,MCD169,6/7/18,2018,7/30/18,MCD,EF,NA,NA,MC,LMB,196,101.1,M,N,NA,MCD169,,0.6,100 b inv,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 b inv
MCD170_2018,MCD170,6/7/18,2018,7/30/18,MCD,EF,NA,NA,MC,LMB,334,537.5,M,Y,NA,MCD170,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD171_2018,MCD171,6/7/18,2018,7/30/18,MCD,EF,NA,NA,MC,LMB,341,582,M,Y,NA,MCD171,,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
MCD172_2018,MCD172,5/16/18,2018,8/1/18,MCD,FYKE,NA,NA,MC,LMB,197,95.2,M,N,NA,MCD172,,0.4,"80 b inv, 20 plant",,,0.32,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80 b inv, 20 plant"
MCD173_2018,MCD173,5/16/18,2018,8/1/18,MCD,FYKE,NA,NA,MC,LMB,289,279.8,F,Y,NA,MCD173,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD174_2018,MCD174,5/16/18,2018,8/1/18,MCD,FYKE,NA,NA,MC,BC,164,250.1,F,Y,NA,MCD174,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD175_2018,MCD175,5/16/18,2018,8/1/18,MCD,FYKE,NA,NA,MC,BC,266,276.1,F,Y,NA,MCD175,,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
MCD176_2018,MCD176,5/16/18,2018,8/1/18,MCD,FYKE,NA,NA,MC,YP,237,136.7,F,Y,NA,MCD176,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD177_2018,MCD177,5/16/18,2018,8/1/18,MCD,FYKE,NA,NA,MC,PS,92,16.1,UNK,N,NA,MCD177,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD178_2018,MCD178,5/16/18,2018,8/1/18,MCD,FYKE,NA,NA,MC,RB,121,36.1,M,N,NA,MCD178,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD179_2018,MCD179,5/16/18,2018,8/1/18,MCD,FYKE,NA,NA,MC,BG,174,97.7,M,Y,0.6,MCD179,,4.7,100 odonata,,,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,100 odonata
MCD180_2018,MCD180,5/16/18,2018,8/1/18,MCD,FYKE,NA,NA,MC,YP,241,168.4,F,Y,NA,MCD180,,0.4,100 fish,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 fish
MCD181_2018,MCD181,5/16/18,2018,8/1/18,MCD,FYKE,NA,NA,MC,PS,183,144.6,F,Y,NA,MCD181,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD182_2018,MCD182,5/16/18,2018,8/1/18,MCD,FYKE,NA,NA,MC,LMB,208,126,M,Y,NA,MCD182,,2.7,100 BG,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,100 BG
MCD183_2018,MCD183,5/16/18,2018,8/1/18,MCD,FYKE,NA,NA,MC,LMB,196,93,M,Y,NA,MCD183,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD184_2018,MCD184,5/16/18,2018,8/1/18,MCD,FYKE,NA,NA,MC,LMB,296,340,F,N,NA,MCD184,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD185_2018,MCD185,5/16/18,2018,8/1/18,MCD,FYKE,NA,NA,MC,LMB,326,544,M,Y,NA,MCD185,,2.5,100 odonata,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,100 odonata
MCD186_2018,MCD186,5/16/18,2018,8/1/18,MCD,FYKE,NA,NA,MC,RB,215,222.2,F,Y,NA,MCD186,,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD187_2018,MCD187,6/25/18,2018,8/1/18,MCD,EF,NA,NA,MC,LMB,160,57.8,M,Y,NA,MCD187,,0.4,100 zoop,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 zoop
