duplicate,replicate,id_original_iso,id_simple_iso,delta13_C,total_C_ug,C.Comment,delta15_N,total_N_ug,N.Comment,tray_name,lake,year,well_id,material_type,sample_weight,id_year,id_original_fish,id_simple_fish,Lake,Processing.Crew,Species,tl.mm,wt.g,sex,mature,Isotope.ID,diet.wt.g,diet.contents.note,Zooplankton,unknown.benthic.invert,vegetation,unknown.terr.invert,unknown.fish,Mayfly.nymph,Mayfly.adult,Amphipod,Chironomid.larvae,Oligochaete,Chironomid.pupa,Chironomid.adult,Diptera.larvae,Diptera.adult,YP,Megaloptera.larvae,beetle,Crayfish,collembola,leech,Odonata.nymph,Odonata.adult,snail,CMM,BG,frog..tadpole_,frog..adult.,BLN,caddisfly,LMB,LMB.YOY,BC,bivalve,veligers,JD,ID,GS,Lepomis.spp,YOY..unknown.,fish.eggs
FALSE,n,SBzoop81518,SBzoop81518,-35.77,763.01,,3.42,145.23,,SB2018,SB,2018,B5,zooplankton,1.6,SBzoop81518_2018,SBzoop81518,SBzoop81518,SB,NA,holopediem,NA,NA,NA,NA,SBzoop81518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD601-2019,MCD601,-25.35,597.88,,6.98,182.33,,MCD2019-1,MCD,2019,F6,fish,1.3,MCD601_2019,MCD601_2019,MCD601,MCD,UWSP,BC,116,30,F,N,MCD601_2019,0.236,100% INVERTS,NA,0.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB354-2018,SB354,-32.1,596.16,,9.78,182.56,,SB2018,SB,2018,C10,fish,1.3,SB354_2018,SB354_2018,SB354,SB,UWSP,PS,175,121,M,Y,SB354_2018,NA,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD069-2020,MCD069,-25.12,604.56,,6.6,182.78,,MCD2020,MCD,2020,E7,fish,1.4,MCD069_2020,MCD069_2020,MCD069,MCD,UWSP,BC,109,15,U,U,MCD069_2020,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD226-2020,MCD226,-30.5,616.84,,6.98,183.21,,MCD2020,MCD,2020,D1,fish,1.5,MCD226_2020,MCD226_2020,MCD226,MCD,UW,PS,38,1,U,N,MCD226_2020,0,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,TL201,TL201,-28.58,612.85,,4.99,183.64,,MCD2017,MCD,2017,E10,fish,1.2,TL201_2017,TL201,TL201,MCD,"MC, KE",BLN,75,3.5,NA,NA,TL201,0,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,TL250,TL250,-28.85,589.42,,6.91,184.09,,MCD2017,MCD,2017,F8,fish,1.2,TL250_2017,TL250,TL250,MCD,"KE, LF, QS",LMB,94,9,NA,NA,TL250,0.1,100 zoop,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,y,MCD249A-2019,MCD249A,-31.70,797.63,,6.18,195.14,,MCD2019-1,MCD,2019,B6,fish,1.5,MCD249A-2019,MCD249A_2019,MCD249A,MCD,AA ,GRS,38,0.9,NA,NA,MCD249_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,y,MCD249B-2019,MCD249B,-29.91,745.45,,5.78,184.09,,MCD2019-1,MCD,2019,B6,fish,1.5,MCD249B-2019,MCD249B_2019,MCD249B,MCD,AA ,GRS,38,0.9,NA,NA,MCD249_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,HE055,HE055,-27.96,593.58,,6.63,184.14,,MCD2017,MCD,2017,B10,fish,1.308,HE055_2017,HE055,HE055,MCD,NA,RB,70,1,NA,NA,HE55,0.1,100 b inv,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,n,SB138-2018,SB138,-35.8,609.45,,8.14,184.16,,SB2018,SB,2018,B10,fish,1.3,SB138_2018,SB138_2018,SB138,SB,HE,BC,207,123,M,Y,SB138,1.5,100 b inv,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD002-2020,MCD002,-30.84,606.08,,7.47,184.17,,MCD2020,MCD,2020,G10,fish,1.3,MCD002_2020,MCD002_2020,MCD002,MCD,UW,RB,72,8,U,N,MCD002_2020,0.5,100% aquatic invert,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,TL133,TL133,-32.98,635.23,,8.31,184.62,,SB2017,SB,2017,B12,fish,1.3,TL133_2017,TL133,TL133,SB,"QS, KE",BC,73,4,NA,NA,TL133,0.1,"60 zoop, 40 b inv",0.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,AD1,AD1,-25.34,598.79,,11.99,184.64,,SB2018,SB,2018,C11,fish,1.2,AD1_2018,AD1,AD1,SB,"HE, AD, LF",WAE,207,70,NA,NA,AD1,0,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB007-2019,SB007,-32.91,659.82,,6.33,184.66,,SB2019,SB,2019,A5,fish,1.5,SB007_2019,SB007_2019,SB007,SB,AA ,BG,26,0.1,NA,NA,SB007_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD127-2020,MCD127,-29.02,592.07,,7.36,184.69,,MCD2020,MCD,2020,G7,fish,1.5,MCD127_2020,MCD127_2020,MCD127,MCD,UWSP,PS,110,24,U,U,MCD127_2020,1,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD137-2019,MCD137,-28.71,600.34,,3.71,184.76,,MCD2019-1,MCD,2019,E1,fish,1.4,MCD137_2019,MCD137_2019,MCD137,MCD,"AA, MC, LF",WS,195,83,UNK,N,MCD137_2019,1.6,100% BI,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,TL04,TL04,-32.62,596.77,,8.5,184.99,,SB2017,SB,2017,C2,fish,1.3,TL04_2017,TL04,TL04,SB,"HE, LF, AD, MC, KE",BG,120,30.5,NA,NA,TL04,0.5,"60 zoop, 20 b. inv, 20 plant",0.3,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,MCD483-2020,MCD483,-27.95,606.53,,8.39,185.29,,MCD2020,MCD,2020,A6,fish,1.3,MCD483_2020,MCD483_2020,MCD483,MCD,UWSP,BC,101,13,M,N,MCD483_2020,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD090-2020,MCD090,-28.69,593.52,,9.63,185.3,,MCD2020,MCD,2020,D12,fish,1.5,MCD090_2020,MCD090_2020,MCD090,MCD,UW,YP,23,0.5,U,N,MCD090_2020,0,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB388-2019,SB388,-31.37,606.5,,7.82,185.33,,SB2019,SB,2019,C10,fish,1.3,SB388_2019,SB388_2019,SB388,SB,UWSP,BG,154,70,F,Y,SB388_2019,0.466,"50% FISH, 50% INVERTS",NA,0.233,NA,NA,0.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD263-2019,MCD263,-30.16,710.22,,5.59,185.33,,MCD2019-1,MCD,2019,F9,fish,1.6,MCD263_2019,MCD263_2019,MCD263,MCD,AA ,BG,35,0.5,NA,NA,MCD263_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,TL06,TL06,-30.22,616.92,,9.11,185.36,,SB2017,SB,2017,C8,fish,1.3,TL06_2017,TL06,TL06,SB,"HE, LF, AD, MC, KE",JD,63,2,NA,NA,TL06,0.2,100 zoop,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,M18,M18,-28.44,583.72,,8.45,185.63,,MCD2017,MCD,2017,A2,fish,1.387,M18_2017,M18,M18,MCD,NA,NP,545,650,NA,NA,M18,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,n,HE026,HE026,-27.24,586.31,,7.47,185.63,,MCD2017,MCD,2017,B9,fish,1.299,HE026_2017,HE026,HE026,MCD,NA,RB,125,38,NA,NA,HE26,0.3,100 b inv,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,n,TL175,TL175,-27.87,645.36,,6.67,185.65,,MCD2017,MCD,2017,E9,fish,1.4,TL175_2017,TL175,TL175,MCD,"LF, KE",BLN,74,3,NA,NA,TL175,0,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,SB287-2019,SB287,-31.51,604.11,,7.86,185.71,,SB2019,SB,2019,C12,fish,1.4,SB287_2019,SB287_2019,SB287,SB,UWSP,BG,169,91,F,N,SB287_2019,NA,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SBzb8117,SBzb8117,-34.41,841.23,,4.51,185.73,,SB2017,SB,2017,B5,zoobenthos,2,SBzb8117_2017,SBzb8117,SBzb8117,SB,NA,chironomidae_littoral,NA,NA,NA,NA,SBzb8117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD490-2018,MCD490,-28.06,611.43,,7.14,185.73,,MCD2018,MCD,2018,B3,fish,1.3,MCD490_2018,MCD490_2018,MCD490,MCD,UWSP,RB,148,71,M,Y,MCD490_2018,0.72,100% inverts,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,y,CS16A,CS16A,-33.34,627.49,,12.36,196.91,,SB2018,SB,2018,D3,fish,1.3,CS16A_2018,CS16A,CS16A,SB,"HE, AD, MC",WAE,290,201,NA,NA,CS16,0.1,100 b inv,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,y,CS16B,CS16B,-31.16,591.97,,11.55,185.76,,SB2018,SB,2018,D3,fish,1.3,CS16B_2018,CS16B,CS16B,SB,"HE, AD, MC",WAE,290,201,NA,NA,CS16,0.1,100 b inv,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,HE143,HE143,-28.34,629.08,,4.94,185.99,,MCD2017,MCD,2017,A10,fish,1.405,HE143_2017,HE143,HE143,MCD,"HE, KMP, MC",BLB,39,0.8,NA,NA,HE143,0,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,MCD083,MCD083,-27.01,605.55,,7.49,186.55,,MCD2017,MCD,2017,E4,fish,1.3,MCD083_2017,MCD083,MCD083,MCD,CS,BG,161,79,M,Y,MCD083,0.304,100% MACROINVERTS,0,0.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,MCD245-2019,MCD245,-30.77,630.77,,6.35,186.68,,MCD2019-1,MCD,2019,C11,fish,1.4,MCD245_2019,MCD245_2019,MCD245,MCD,AA ,MUS,107,5.7,NA,NA,MCD245_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA007,AA007,-25.75,629.82,,13.64,186.74,,MCD2020,MCD,2020,F11,fish,1.2,AA007_2020,AA007,AA007,MCD,UW,LMB,166,62,UNK,NA,AA007,1,lmb yoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,y,MCD235A-2018,MCD235A,-31.60,670.20,,7.31,198.56,,MCD2018,MCD,2018,D2,fish,1.4,MCD235A_2018,MCD235A,MCD235A,MCD,MC,BG,80,6.6,F,N,MCD235,0.1,100 b inv,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,y,MCD235B-2018,MCD235B,-29.81,632.26,,6.83,187.32,,MCD2018,MCD,2018,D2,fish,1.4,MCD235B_2018,MCD235B,MCD235B,MCD,MC,BG,80,6.6,F,N,MCD235,0.1,100 b inv,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,y,AA040A,AA040A,-28.52,604.14,,6.64,187.34,,MCD2020,MCD,2020,B7,fish,1.3,AA040A_2020,AA040A,AA040A,MCD,UW,CMM,48,2,UNK,NA,AA040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,y,AA040B,AA040B,-30.26,640.39,,7.05,198.21,,MCD2020,MCD,2020,B7,fish,1.3,AA040B_2020,AA040B,AA040B,MCD,UW,CMM,48,2,UNK,NA,AA040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,HE03,HE03,-33.19,604.1,,8.83,187.58,,SB2017,SB,2017,A2,fish,1.296,HE03_2017,HE03,HE03,SB,"HE, KMP, MC",YP,118,19,NA,NA,HE03,0.1,100 b inv,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,HE22,HE22,-32.73,604.98,,5.44,187.63,,MCD2017,MCD,2017,H2,fish,1.3,HE22_2017,HE22,HE22,MCD,"HE, KMP, MC",YP,131,26,NA,NA,HE22,0,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,SB014-2020,SB014,-30.27,617.24,,10.06,187.64,,SB2020,SB,2020,D3,fish,1.3,SB014_2020,SB014_2020,SB014,SB,UWSP,YP,221,142,F,N,SB014_2020,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD012,MCD012,-30.5,612.51,,7.11,187.87,,MCD2017,MCD,2017,D6,fish,1.3,MCD012_2017,MCD012,MCD012,MCD,CS,BC,103,17,UNK,UNK,MCD012,0.3,"20% MIDGE, 80% MUCK",0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,AA093,AA093,-27.4,615.48,,7.92,187.9,,MCD2020,MCD,2020,F10,fish,1.3,AA093_2020,AA093,AA093,MCD,UW,ID,65,2,NA,NA,AA093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,TL112,TL112,-32.78,659.02,,7.45,187.95,,SB2017,SB,2017,D10,fish,1.4,TL112_2017,TL112,TL112,SB,"QS, KE",YP,43,1,NA,NA,TL112,0,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,MCD220-2019,MCD220,-28.1,621.7,,6.96,188.07,,MCD2019-1,MCD,2019,F8,fish,1.4,MCD220_2019,MCD220_2019,MCD220,MCD,"AA, MC, LF",BG,98,17,UNK,N,MCD220_2019,0.3,100% ZOOP,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,TL176,TL176,-28.33,603.41,,8.29,188.25,,MCD2017,MCD,2017,H3,fish,1.3,TL176_2017,TL176,TL176,MCD,"LF, KE",YP,190,94.5,NA,NA,TL176,0.5,"90 fish, 10 benthic invert",0,0.05,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,SB370-2019,SB370,-31.62,613.88,,8.51,188.31,,SB2019,SB,2019,D12,fish,1.3,SB370_2019,SB370_2019,SB370,SB,UWSP,YP,148,39,F,Y,SB370_2019,0.329,100% INVERTS,NA,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD217-2018,MCD217,-29.34,633.4,,6.65,188.32,,MCD2018,MCD,2018,A3,fish,1.4,MCD217_2018,MCD217_2018,MCD217,MCD,MC,BC,285,357.5,M,Y,MCD217,2.1,100 b inv,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,HE145,HE145,-28.05,635.97,,4.85,188.35,,MCD2017,MCD,2017,A11,fish,1.511,HE145_2017,HE145,HE145,MCD,"HE, KMP, MC",BLB,40,0.9,NA,NA,HE145,0,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,J1,J1,-28.15,607.91,,9.03,188.43,,MCD2018,MCD,2018,F7,fish,1.3,J1_2018,J1,J1,MCD,"HE, MC, KE",WAE,435,709,NA,NA,J1,0,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD268-2019,MCD268,-24.63,645.87,,3.53,188.46,,MCD2019-1,MCD,2019,E8,zoobenthos,1.5,MCD268_2019,MCD268_2019,MCD268,MCD,AA ,crayfish,106,35.7,NA,NA,MCD268_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD272-2019,MCD272,-26.42,668.6,,6.13,188.73,,MCD2019-1,MCD,2019,H12,fish,1.4,MCD272_2019,MCD272_2019,MCD272,MCD,AA ,GRS,44,1.2,NA,NA,MCD272_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD024,MCD024,-31.39,604.33,,5.32,188.74,,MCD2017,MCD,2017,F2,fish,1.3,MCD024_2017,MCD024,MCD024,MCD,CS,GS,175,64,F,Y,MCD024,0.42,100% PLANT MATTER,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,SB271-2019,SB271,-33.61,609.24,,8.06,188.92,,SB2019,SB,2019,B11,fish,1.3,SB271_2019,SB271_2019,SB271,SB,UWSP,YP,156,43,F,Y,SB271_2019,0.271,100% INVERTS,NA,0.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,HE02,HE02,-33.14,605.93,,8.39,189.06,,SB2017,SB,2017,B7,fish,1.3,HE02_2017,HE02,HE02,SB,"HE, KMP, MC",BC,160,62,NA,NA,HE02,1.6,"90 BC YOY, 10 zoop",0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1.44,0,0,0,NA,0,NA,NA,NA
FALSE,n,TL42,TL42,-25.71,605.21,,5.87,189.08,,MCD2017,MCD,2017,F12,fish,1.4,TL42_2017,TL42,TL42,MCD,"KE, AD",PS,120,23.5,NA,NA,TL42,0.5,"60 b. inv, 10 plant, 30 zoop",0.15,0.3,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,MCD405-2020,MCD405,-30.21,625.74,,8.47,189.43,,MCD2020,MCD,2020,A8,fish,1.4,MCD405_2020,MCD405_2020,MCD405,MCD,UWSP,BC,242,104,F,Y,MCD405_2020,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD020-2019,MCD020,-27.64,615.29,,6.37,189.59,,MCD2019-1,MCD,2019,G5,fish,1.4,MCD020_2019,MCD020_2019,MCD020,MCD,"AA, MC, LF",PS,179,110,F,Y,MCD020_2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB154-2020,SB154,-32.67,626.91,,8.48,189.79,,SB2020,SB,2020,C5,fish,1.2,SB154_2020,SB154_2020,SB154,SB,UWSP,BC,102,11,U,U,SB154_2020,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
